資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-052-01	四種相違疏本文	3389	827	有	有	便有合者	便有合者			2	1	〔朱〕平	去濁平入濁平							17-06：244	
20-052-01	四種相違疏本文	3390	827	合	合	便有合者	便有合者			3	2	〔朱〕入濁	去濁平入濁平							17-06：244	
20-052-01	四種相違疏本文	3391	827	者	者	便有合者	便有合者			4	1	〔朱〕平	去濁平入濁平							17-06：244	
20-052-01	四種相違疏本文	3392	828	改	改	改他能立	改他能立			1	2	〔朱〕去濁	去濁上上フ入							17-06：244	
20-052-01	四種相違疏本文	3393	828	他	他	改他能立	改他能立			2	1	〔朱〕上	去濁上上フ入							17-06：244	
20-052-01	四種相違疏本文	3394	828	能	能	改他能立	改他能立			3	2	〔朱〕上	去濁上上フ入							17-06：244	
20-052-01	四種相違疏本文	3395	828	立	立	改他能立	改他能立			4	2	〔朱〕フ入	去濁上上フ入							17-06：244	
20-052-01	四種相違疏本文	3396	829	之	之	之同喩故	之同喩故			1	1	〔朱〕上	上毘濁平平							17-06：244	
20-052-01	四種相違疏本文	3397	829	同	同	之同喩故	之同喩故			2	2	〔朱〕毘濁	上毘濁平平							17-06：244	
20-052-01	四種相違疏本文	3398	829	喩	喩	之同喩故	之同喩故			3	1	〔朱〕平	上毘濁平平							17-06：244	
20-052-01	四種相違疏本文	3399	829	故	故	之同喩故	之同喩故			4	1	〔朱〕平	上毘濁平平							17-06：244	
20-052-01	四種相違疏本文	3400	830	乍	乍	乍觀此囙	乍観此囙			1	1			サ	サ＊＊＊					17-08：246	
20-052-01	四種相違疏本文	3401	831	五	五	諍五句外	諍五句外			2	1	〔朱〕上濁	＊上濁＊＊							17-09：247	
20-052-01	四種相違疏本文	3402	832	同	同	闕宗同品	闕宗同品			3	2	〔朱〕上濁	＊＊上濁＊							17-11：249	
20-052-01	四種相違疏本文	3403	833	同	同	其同異性	其同異性			2	2	〔朱〕上濁	＊上濁＊＊							17-11：249	
20-052-01	四種相違疏本文	3404	834	立	立	方便矯立	方便矯立			4	2	〔朱圏〕入	＊＊＊入							17-12：250	
20-052-01	四種相違疏本文	3405	835	囙	囙	一囙𮞒四	一囙𮞒四			2	2	〔朱〕去	＊去上＊							17-17：255	
20-052-01	四種相違疏本文	3406	835	𮞒	𮞒	一囙𮞒四	一囙𮞒四			3	1	〔朱〕上	＊去上＊							17-17：255	
20-052-01	四種相違疏本文	3407	836	法	法	法自相相𮞒者	法自相相𮞒者			1	2	〔朱〕フ入	フ入平濁＊＊＊＊							17-18：256	
20-052-01	四種相違疏本文	3408	836	自	自	法自相相𮞒者	法自相相𮞒者			2	1	〔朱〕平濁	フ入平濁＊＊＊＊							17-18：256	
20-052-01	四種相違疏本文	3409	836	㪽	㪽	㪽説有性	㪽説有性			1	1	〔朱〕平	平入＊＊							17-18：256	
20-052-01	四種相違疏本文	3410	836	説	説	㪽説有性	㪽説有性			2	2	〔朱〕入	平入＊＊							17-18：256	
20-052-01	四種相違疏本文	3411	837	法	法	法差別	法差別			1	2	〔朱〕入	入上入濁							18-07：263	
20-052-01	四種相違疏本文	3412	837	差	差	法差別	法差別			2	1	〔朱〕上	入上入濁							18-07：263	
20-052-01	四種相違疏本文	3413	837	別	別	法差別	法差別			3	2	〔朱〕入濁	入上入濁							18-07：263	
20-052-01	四種相違疏本文	3414	838	爲	為	爲相𮞒云	為相𮞒云			1	1	〔朱〕上	上毘上毘							18-07：263	
20-052-01	四種相違疏本文	3415	838	相	相	爲相𮞒云	為相𮞒云			2	2	〔朱〕毘	上毘上毘							18-07：263	
20-052-01	四種相違疏本文	3416	838	𮞒	𮞒	爲相𮞒云	為相𮞒云			3	1	〔朱〕上	上毘上毘							18-07：263	
20-052-01	四種相違疏本文	3417	838	云	云	爲相𮞒云	為相𮞒云			4	2	〔朱〕毘	上毘上毘							18-07：263	
20-052-01	四種相違疏本文	3418	839	㪽	㪽	㪽説有性	㪽説有性			1	1	〔朱〕平	平入平平							18-07：263	
20-052-01	四種相違疏本文	3419	839	説	説	㪽説有性	㪽説有性			2	2	〔朱〕入	平入平平							18-07：263	
20-052-01	四種相違疏本文	3420	839	有	有	㪽説有性	㪽説有性			3	1	〔朱〕平	平入平平							18-07：263	
20-052-01	四種相違疏本文	3421	839	性	性	㪽説有性	㪽説有性			4	2	〔朱〕平	平入平平							18-07：263	
20-052-01	四種相違疏本文	3422	840	應	應	應非能有	應非能有			1	2	〔朱〕去	去上上平／去上毘平							18-07：263	
20-052-01	四種相違疏本文	3423	840	非	非	應非能有	應非能有			2	1	〔朱〕上	去上上平／去上毘平							18-07：263	
20-052-01	四種相違疏本文	3424	840	能	能	應非能有	應非能有			3	2	〔朱〕上，毘	去上上平／去上毘平							18-07：263	
20-052-01	四種相違疏本文	3425	840	有	有	應非能有	應非能有			4	1	〔朱〕平	去上上平／去上毘平							18-07：263	
20-052-01	四種相違疏本文	3426	841	實	實	實徳業	實徳業			1	2	〔朱〕入濁	入濁入フ入濁							18-08：264	
20-052-01	四種相違疏本文	3427	841	徳	徳	實徳業	實徳業			2	2	〔朱〕入	入濁入フ入濁							18-08：264	
20-052-01	四種相違疏本文	3428	841	業	業	實徳業	實徳業			3	2	〔朱〕フ入濁	入濁入フ入濁							18-08：264	
20-052-01	四種相違疏本文	3429	842	離	離	離	離			1	1	〔朱〕上	上							18-08：264	
20-052-01	四種相違疏本文	3430	843	實	實	實等有性	實等有性			1	2	〔朱〕入濁	入濁平平平							18-08：264	
20-052-01	四種相違疏本文	3431	843	等	等	實等有性	實等有性			2	2	〔朱〕平	入濁平平平							18-08：264	
20-052-01	四種相違疏本文	3432	843	有	有	實等有性	實等有性			3	1	〔朱〕平	入濁平平平							18-08：264	
20-052-01	四種相違疏本文	3433	843	性	性	實等有性	實等有性			4	2	〔朱〕平	入濁平平平							18-08：264	
20-052-01	四種相違疏本文	3434	844	許	許	許非無故	許非無故			1	1	〔朱〕平	平上上平							18-08：264	
20-052-01	四種相違疏本文	3435	844	非	非	許非無故	許非無故			2	1	〔朱〕上	平上上平							18-08：264	
20-052-01	四種相違疏本文	3436	844	無	無	許非無故	許非無故			3	1	〔朱〕上	平上上平							18-08：264	
20-052-01	四種相違疏本文	3437	844	故	故	許非無故	許非無故			4	1	〔朱〕平	平上上平							18-08：264	
20-052-01	四種相違疏本文	3438	845	如	如	如實徳等	如實徳等			1	1	〔朱〕上	上入濁入平							18-08：264	
20-052-01	四種相違疏本文	3439	845	實	實	如實徳等	如實徳等			2	2	〔朱〕入濁	上入濁入平							18-08：264	
20-052-01	四種相違疏本文	3440	845	徳	徳	如實徳等	如實徳等			3	2	〔朱〕入	上入濁入平							18-09：265	
20-052-01	四種相違疏本文	3441	845	等	等	如實徳等	如實徳等			4	2	〔朱〕平	上入濁入平							18-09：265	
20-052-01	四種相違疏本文	3442	846	爲	為	爲有法自相相𮞒云	為有法自相相𮞒云			1	1	〔朱〕上	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3443	846	有	有	爲有法自相相𮞒云	為有法自相相𮞒云			2	1	〔朱〕平	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3444	846	法	法	爲有法自相相𮞒云	為有法自相相𮞒云			3	2	〔朱〕フ入	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3445	846	自	自	爲有法自相相𮞒云	為有法自相相𮞒云			4	1	〔朱〕平濁	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3446	846	相	相	爲有法自相相𮞒云	為有法自相相𮞒云			5	2	〔朱〕平	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3447	846	相	相	爲有法自相相𮞒云	為有法自相相𮞒云			6	2	〔朱〕毘	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3448	846	𮞒	𮞒	爲有法自相相𮞒云	為有法自相相𮞒云			7	1	〔朱〕上	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3449	847	云	云	爲有法自相相𮞒云	為有法自相相𮞒云			1	2	〔朱〕毘	上平フ入平濁平毘上毘							18-09：265	
20-052-01	四種相違疏本文	3450	848	㪽	㪽	㪽説有性	㪽説有性			1	1	〔朱〕平	平入平平							18-09：265	
20-052-01	四種相違疏本文	3451	848	説	説	㪽説有性	㪽説有性			2	2	〔朱〕入	平入平平							18-09：265	
20-052-01	四種相違疏本文	3452	848	有	有	㪽説有性	㪽説有性			3	1	〔朱〕平	平入平平							18-09：265	
20-052-01	四種相違疏本文	3453	848	性	性	㪽説有性	㪽説有性			4	2	〔朱〕平	平入平平							18-09：265	
20-052-01	四種相違疏本文	3454	849	應	應	應非有性	應非有性			1	2	〔朱〕去	去上平平							18-09：265	
20-052-01	四種相違疏本文	3455	849	非	非	應非有性	應非有性			2	1	〔朱〕上	去上平平							18-10：266	
20-052-01	四種相違疏本文	3456	849	有	有	應非有性	應非有性			3	1	〔朱〕平	去上平平							18-10：266	
20-052-01	四種相違疏本文	3457	849	性	性	應非有性	應非有性			4	2	〔朱〕平	去上平平							18-10：266	
20-052-01	四種相違疏本文	3458	850	許	許	許非無故	許非無故			1	1	〔朱〕平	平上上平							18-10：266	
20-052-01	四種相違疏本文	3459	850	非	非	許非無故	許非無故			2	1	〔朱〕上	平上上平							18-10：266	
20-052-01	四種相違疏本文	3460	850	無	無	許非無故	許非無故			3	1	〔朱〕上	平上上平							18-10：266	
20-052-01	四種相違疏本文	3461	850	故	故	許非無故	許非無故			4	1	〔朱〕平	平上上平							18-10：266	
20-052-01	四種相違疏本文	3462	851	如	如	如實徳等	如實徳等			1	1	〔朱〕上	上入濁入平							18-10：266	
20-052-01	四種相違疏本文	3463	851	實	實	如實徳等	如實徳等			2	2	〔朱〕入濁	上入濁入平							18-10：266	
20-052-01	四種相違疏本文	3464	851	徳	徳	如實徳等	如實徳等			3	2	〔朱〕入	上入濁入平							18-10：266	
20-052-01	四種相違疏本文	3465	851	等	等	如實徳等	如實徳等			4	2	〔朱〕平	上入濁入平							18-10：266	
20-052-01	四種相違疏本文	3466	852	彼	彼	彼説離實等有性	彼説離實等有性			1	1	〔朱〕平	平入上入濁平平平							18-10：266	
20-052-01	四種相違疏本文	3467	852	説	説	彼説離實等有性	彼説離實等有性			2	2	〔朱〕入	平入上入濁平平平							18-10：266	
20-052-01	四種相違疏本文	3468	852	離	離	彼説離實等有性	彼説離實等有性			3	1	〔朱〕上	平入上入濁平平平							18-10：266	
20-052-01	四種相違疏本文	3469	852	實	實	彼説離實等有性	彼説離實等有性			4	2	〔朱〕入濁	平入上入濁平平平							18-11：267	
20-052-01	四種相違疏本文	3470	852	等	等	彼説離實等有性	彼説離實等有性			5	2	〔朱〕平	平入上入濁平平平							18-11：267	「等」補入
20-052-01	四種相違疏本文	3471	852	有	有	彼説離實等有性	彼説離實等有性			6	1	〔朱〕平	平入上入濁平平平							18-11：267	
20-052-01	四種相違疏本文	3472	852	性	性	彼説離實等有性	彼説離實等有性			7	2	〔朱〕平	平入上入濁平平平							18-11：267	
20-052-01	四種相違疏本文	3473	853	今	今	今隨難言陳	今随難言陳			1	2	〔朱〕去	去毘濁平去濁毘濁							18-11：267	
20-052-01	四種相違疏本文	3474	853	隨	随	今隨難言陳	今随難言陳			2	2	〔朱〕毘濁	去毘濁平去濁毘濁							18-11：267	
20-052-01	四種相違疏本文	3475	853	難	難	今隨難言陳	今随難言陳			3	1	〔朱〕平	去毘濁平去濁毘濁							18-11：267	
20-052-01	四種相違疏本文	3476	853	言	言	今隨難言陳	今随難言陳			4	2	〔朱〕去濁	去毘濁平去濁毘濁							18-11：267	
20-052-01	四種相違疏本文	3477	853	陳	陳	今隨難言陳	今随難言陳			5	2	〔朱〕毘濁	去毘濁平去濁毘濁							18-11：267	
20-052-01	四種相違疏本文	3478	854	而	而	而非有性	而非有性			1	1	〔朱〕上	上上平平							18-11：267	
20-052-01	四種相違疏本文	3479	854	非	非	而非有性	而非有性			2	1	〔朱〕上	上上平平							18-11：267	
20-052-01	四種相違疏本文	3480	854	有	有	而非有性	而非有性			3	1	〔朱〕平	上上平平							18-11：267	
20-052-01	四種相違疏本文	3481	854	性	性	而非有性	而非有性			4	2	〔朱〕平	上上平平							18-11：267	
20-052-01	四種相違疏本文	3482	855	故	故	故𮞒自相	故𮞒自相			1	1	〔朱〕平	平上平濁平							18-11：267	
20-052-01	四種相違疏本文	3483	855	𮞒	𮞒	故𮞒自相	故𮞒自相			2	1	〔朱〕上	平上平濁平							18-11：267	
20-052-01	四種相違疏本文	3484	855	自	自	故𮞒自相	故𮞒自相			3	1	〔朱〕平濁	平上平濁平							18-12：268	
20-052-01	四種相違疏本文	3485	855	相	相	故𮞒自相	故𮞒自相			4	2	〔朱〕平	平上平濁平							18-12：268	
20-052-01	四種相違疏本文	3486	856	不	不	不𮞒自教	不𮞒自教			1	1	〔朱〕上	上上平濁平							18-12：268	
20-052-01	四種相違疏本文	3487	856	𮞒	𮞒	不𮞒自教	不𮞒自教			2	1	〔朱〕上	上上平濁平							18-12：268	
20-052-01	四種相違疏本文	3488	856	自	自	不𮞒自教	不𮞒自教			3	1	〔朱〕平濁	上上平濁平							18-12：268	
20-052-01	四種相違疏本文	3489	856	教	教	不𮞒自教	不𮞒自教			4	2	〔朱〕平	上上平濁平							18-12：268	
20-052-01	四種相違疏本文	3490	857	自	自	自語之宗	自語之宗			1	1	〔朱〕平濁	平濁平濁上毘							18-12：268	
20-052-01	四種相違疏本文	3491	857	語	語	自語之宗	自語之宗			2	1	〔朱〕平濁	平濁平濁上毘							18-12：268	
20-052-01	四種相違疏本文	3492	857	之	之	自語之宗	自語之宗			3	1	〔朱〕上	平濁平濁上毘							18-12：268	
20-052-01	四種相違疏本文	3493	857	宗	宗	自語之宗	自語之宗			4	2	〔朱〕毘	平濁平濁上毘							18-12：268	
20-052-01	四種相違疏本文	3494	858	同	同	同喩𡖋無	同喩𡖋無			1	2	〔朱〕去濁	去濁平＊上							18-12：268	
20-052-01	四種相違疏本文	3495	858	喩	喩	同喩𡖋無	同喩𡖋無			2	1	〔朱〕平	去濁平＊上							18-12：268	
20-052-01	四種相違疏本文	3496	858	無	無	同喩𡖋無	同喩𡖋無			4	1	〔朱〕上	去濁平＊上							18-12：268	
20-052-01	四種相違疏本文	3497	859	㪽	㪽	㪽立不成	㪽立不成			1	1	〔朱〕平	平フ入上上濁							18-12：268	
20-052-01	四種相違疏本文	3498	859	立	立	㪽立不成	㪽立不成			2	2	〔朱〕フ入	平フ入上上濁							18-13：269	
20-052-01	四種相違疏本文	3499	859	不	不	㪽立不成	㪽立不成			3	1	〔朱〕上	平フ入上上濁							18-13：269	
20-052-01	四種相違疏本文	3500	859	成	成	㪽立不成	㪽立不成			4	2	〔朱〕上濁	平フ入上上濁							18-13：269	
20-052-01	四種相違疏本文	3501	860	有	有	有性既爲	有性既為			1	1	〔朱〕平	平平上上							18-13：269	
20-052-01	四種相違疏本文	3502	860	性	性	有性既爲	有性既為			2	2	〔朱〕平	平平上上							18-13：269	
20-052-01	四種相違疏本文	3503	860	既	既	有性既爲	有性既為			3	1	〔朱〕上	平平上上							18-13：269	
20-052-01	四種相違疏本文	3504	860	爲	為	有性既爲	有性既為			4	1	〔朱〕上	平平上上							18-13：269	
20-052-01	四種相違疏本文	3505	861	有	有	有法自相	有法自相			1	1	〔朱〕平	平フ入平濁平							18-13：269	
20-052-01	四種相違疏本文	3506	861	法	法	有法自相	有法自相			2	2	〔朱〕フ入	平フ入平濁平							18-13：269	
20-052-01	四種相違疏本文	3507	861	自	自	有法自相	有法自相			3	1	〔朱〕平濁	平フ入平濁平							18-13：269	
20-052-01	四種相違疏本文	3508	861	相	相	有法自相	有法自相			4	2	〔朱〕平	平フ入平濁平							18-13：269	
20-052-01	四種相違疏本文	3509	862	作	作	作有性有縁性	作有性有縁性			1	1	〔朱〕平	平平平平去平新濁							18-13：269	
20-052-01	四種相違疏本文	3510	862	有	有	作有性有縁性	作有性有縁性			2	1	〔朱〕平	平平平平去平新濁							18-13：269	
20-052-01	四種相違疏本文	3511	862	性	性	作有性有縁性	作有性有縁性			3	2	〔朱〕平	平平平平去平新濁							18-13：269	
20-052-01	四種相違疏本文	3512	862	有	有	作有性有縁性	作有性有縁性			4	1	〔朱〕平	平平平平去平新濁							18-13：269	
20-052-01	四種相違疏本文	3513	862	縁	縁	作有性有縁性	作有性有縁性			5	2	〔朱〕去	平平平平去平新濁							18-14：270	
